sex,race,region,urban,gifted,ice_cream,earningsat25
male,Not Black/Hispanic,4,1,0,Vanilla,0
male,Not Black/Hispanic,4,1,0,Vanilla,40000
male,Not Black/Hispanic,4,1,0,Chocolate,55000
male,Not Black/Hispanic,4,1,0,Chocolate,24000
female,Not Black/Hispanic,4,1,0,None,0
male,Not Black/Hispanic,4,1,0,Vanilla,32000
male,Not Black/Hispanic,4,1,0,Vanilla,40000
female,Not Black/Hispanic,4,1,0,Butter Pecan,0
female,Not Black/Hispanic,4,1,0,Vanilla,0
female,Not Black/Hispanic,4,1,1,Vanilla,55744
female,Not Black/Hispanic,4,1,1,Vanilla,45000
male,Hispanic,4,1,1,Strawberry,0
female,Hispanic,4,1,1,None,32000
male,Not Black/Hispanic,4,1,0,Strawberry,0
male,Not Black/Hispanic,4,1,0,Butter Pecan,0
male,Not Black/Hispanic,4,1,1,Chocolate,29000
female,Hispanic,4,1,0,Chocolate,2000
female,Hispanic,4,1,0,Chocolate,45000
female,Hispanic,4,1,0,Chocolate,0
female,Black,4,1,0,Strawberry,0
female,Black,4,1,0,Strawberry,70000
female,Not Black/Hispanic,4,1,0,Vanilla,0
female,Not Black/Hispanic,4,1,0,Vanilla,0
male,Hispanic,4,1,1,Strawberry,40000
female,Hispanic,4,1,1,Strawberry,30000
male,Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Chocolate,15000
female,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Vanilla,35000
female,Hispanic,4,1,0,Chocolate,0
female,Hispanic,4,1,0,Chocolate,0
male,Not Black/Hispanic,4,0,0,Strawberry,0
female,Not Black/Hispanic,4,0,0,Chocolate,44346
male,Not Black/Hispanic,4,0,0,Strawberry,32000
female,Not Black/Hispanic,4,1,0,Vanilla,32000
female,Not Black/Hispanic,4,1,0,Chocolate,12000
male,Not Black/Hispanic,4,1,0,Chocolate,0
male,Not Black/Hispanic,4,1,0,Vanilla,11000
male,Not Black/Hispanic,4,1,0,Vanilla,20000
female,Hispanic,4,1,0,Chocolate,0
female,Hispanic,4,0,1,Butter Pecan,0
male,Hispanic,4,0,1,Vanilla,0
female,Hispanic,4,0,0,Chocolate,31000
male,Hispanic,4,0,0,Strawberry,20000
male,Hispanic,4,0,0,None,27000
male,Hispanic,4,0,0,Vanilla,0
male,Hispanic,4,0,0,Strawberry,22000
female,Hispanic,4,0,0,Butter Pecan,0
male,Hispanic,4,0,0,Vanilla,0
female,Hispanic,4,0,0,Vanilla,80471
male,Hispanic,4,0,0,Vanilla,38000
female,Hispanic,4,0,0,Chocolate,0
male,Not Black/Hispanic,4,1,0,Chocolate,19000
male,Not Black/Hispanic,4,1,0,Strawberry,0
female,Not Black/Hispanic,4,1,0,None,0
male,Not Black/Hispanic,4,1,0,Chocolate,0
male,Not Black/Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,1,Chocolate,63000
female,Not Black/Hispanic,4,1,1,Chocolate,0
female,Not Black/Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Chocolate,26000
male,Not Black/Hispanic,2,1,0,Chocolate,35000
female,Hispanic,2,1,0,Vanilla,0
male,Not Black/Hispanic,2,1,1,Vanilla,50000
female,Not Black/Hispanic,2,1,0,Strawberry,0
male,Not Black/Hispanic,2,1,0,Vanilla,25000
female,Not Black/Hispanic,2,1,0,Chocolate,0
male,Not Black/Hispanic,2,1,0,None,25000
male,Not Black/Hispanic,2,1,0,None,36000
male,Not Black/Hispanic,2,1,0,Butter Pecan,0
male,Not Black/Hispanic,2,1,0,Strawberry,0
male,Black,2,1,0,Strawberry,0
male,Not Black/Hispanic,2,1,0,Chocolate,5000
male,Not Black/Hispanic,2,1,0,Vanilla,80471
male,Not Black/Hispanic,2,1,0,Vanilla,38000
female,Not Black/Hispanic,2,1,0,Chocolate,15000
female,Not Black/Hispanic,2,1,0,Chocolate,0
female,Not Black/Hispanic,2,1,0,Butter Pecan,10000
male,Not Black/Hispanic,2,1,0,Strawberry,40000
female,Not Black/Hispanic,2,1,0,Vanilla,24160
female,Not Black/Hispanic,2,1,0,Chocolate,400
male,Hispanic,2,1,0,Vanilla,23000
male,Hispanic,2,1,0,Strawberry,0
female,Hispanic,2,1,0,Vanilla,18000
male,Hispanic,2,1,0,Butter Pecan,0
female,Hispanic,2,1,0,Strawberry,29000
male,Hispanic,2,1,0,Strawberry,51000
male,Hispanic,2,1,0,Vanilla,12000
male,Hispanic,2,1,0,Chocolate,50000
male,Black,2,1,0,Vanilla,121993
male,Hispanic,2,1,0,Vanilla,0
female,Not Black/Hispanic,2,1,1,Chocolate,55000
female,Not Black/Hispanic,2,1,0,Vanilla,38000
female,Not Black/Hispanic,2,1,1,Strawberry,55000
male,Black,2,1,0,Butter Pecan,20000
male,Hispanic,2,1,0,Vanilla,45000
female,Black,2,1,0,Chocolate,23000
male,Black,2,1,1,Butter Pecan,32000
female,Black,2,1,0,Vanilla,24000
female,Black,2,1,0,Butter Pecan,360
female,Black,2,1,0,Chocolate,45000
female,Black,2,1,0,Vanilla,15000
male,Black,2,1,0,Chocolate,0
female,Black,2,1,0,Chocolate,45000
male,Black,2,1,0,Strawberry,4000
female,Black,2,1,0,Vanilla,7000
female,Black,2,1,0,Chocolate,0
male,Black,2,1,0,Vanilla,0
female,Black,2,1,0,Chocolate,5000
male,Black,2,1,0,Strawberry,0
female,Not Black/Hispanic,2,1,0,None,0
male,Not Black/Hispanic,2,1,0,Butter Pecan,0
male,Hispanic,2,1,0,Chocolate,104353
female,Hispanic,2,1,0,Chocolate,0
male,Hispanic,2,1,0,Vanilla,32000
male,Hispanic,2,1,0,Chocolate,38000
male,Hispanic,2,1,0,Strawberry,32000
female,Not Black/Hispanic,2,2,0,Strawberry,0
male,Hispanic,2,1,0,Vanilla,25000
male,Hispanic,2,1,0,Vanilla,40000
male,Hispanic,2,1,0,Chocolate,104353
male,Hispanic,2,1,0,Vanilla,0
female,Black,2,1,0,Butter Pecan,1900
male,Black,2,1,0,Strawberry,0
female,Black,2,1,0,Butter Pecan,2500
male,Black,2,1,0,Strawberry,0
male,Black,2,1,0,Strawberry,33000
female,Black,2,1,0,Butter Pecan,0
female,Not Black/Hispanic,2,1,0,Chocolate,0
female,Not Black/Hispanic,2,1,0,None,0
male,Not Black/Hispanic,2,1,0,Vanilla,32000
female,Not Black/Hispanic,2,1,1,Vanilla,0
female,Black,2,1,0,Strawberry,0
female,Hispanic,2,1,0,Strawberry,8800
female,Black,2,1,0,Vanilla,23000
male,Black,2,1,0,Vanilla,0
male,Black,2,1,0,Butter Pecan,0
female,Black,2,1,0,Butter Pecan,0
male,Black,2,1,0,Chocolate,36829
female,Black,2,1,1,Chocolate,38000
male,Hispanic,2,1,0,Chocolate,60000
male,Black,2,1,0,Vanilla,50000
male,Black,2,1,0,Butter Pecan,0
male,Black,2,1,0,Chocolate,40000
male,Not Black/Hispanic,2,1,0,Butter Pecan,45000
female,Hispanic,2,1,1,Chocolate,25000
male,Not Black/Hispanic,2,1,0,Vanilla,30000
male,Hispanic,2,1,1,Butter Pecan,25000
male,Not Black/Hispanic,2,1,1,Chocolate,0
female,Black,2,1,1,Chocolate,35000
male,Black,2,1,1,Vanilla,0
female,Black,2,1,1,Butter Pecan,5000
female,Black,2,1,0,Strawberry,20000
male,Black,2,1,1,Strawberry,0
female,Not Black/Hispanic,2,1,0,Strawberry,25000
male,Not Black/Hispanic,2,1,0,Chocolate,67000
female,Not Black/Hispanic,2,1,0,Vanilla,0
female,Not Black/Hispanic,2,1,0,Chocolate,0
female,Not Black/Hispanic,2,1,0,Chocolate,64500
female,Not Black/Hispanic,2,1,0,Chocolate,0
female,Not Black/Hispanic,2,1,0,Chocolate,0
male,Not Black/Hispanic,2,1,0,Chocolate,40000
male,Not Black/Hispanic,2,1,0,Vanilla,0
female,Not Black/Hispanic,2,1,0,Chocolate,3500
female,Not Black/Hispanic,2,1,0,Vanilla,22000
female,Not Black/Hispanic,2,1,0,Vanilla,18000
female,Not Black/Hispanic,2,1,0,Vanilla,25000
male,Not Black/Hispanic,2,1,0,Strawberry,0
male,Not Black/Hispanic,2,1,0,Chocolate,0
male,Not Black/Hispanic,2,1,0,Chocolate,28000
male,Not Black/Hispanic,2,1,1,Vanilla,0
male,Not Black/Hispanic,2,1,0,Vanilla,15000
female,Black,2,1,1,Chocolate,35000
female,Black,2,1,0,Butter Pecan,8000
male,Black,2,1,0,Butter Pecan,9000
female,Black,2,1,0,Vanilla,0
male,Black,2,1,0,Vanilla,0
male,Black,2,1,0,Chocolate,24000
male,Hispanic,2,1,0,Chocolate,0
female,Not Black/Hispanic,2,1,1,Strawberry,0
female,Not Black/Hispanic,2,1,0,Strawberry,0
female,Not Black/Hispanic,2,1,0,Chocolate,0
male,Not Black/Hispanic,2,1,1,None,0
male,Not Black/Hispanic,2,1,1,Chocolate,0
female,Not Black/Hispanic,2,1,0,Strawberry,0
male,Not Black/Hispanic,2,1,0,Vanilla,0
female,Hispanic,2,1,0,Chocolate,0
male,Not Black/Hispanic,2,1,1,Butter Pecan,20000
male,Black,2,1,0,Vanilla,0
male,Hispanic,2,1,0,Vanilla,23000
male,Not Black/Hispanic,2,1,1,Strawberry,0
female,Not Black/Hispanic,2,1,1,Chocolate,0
male,Black,2,1,0,Vanilla,30000
female,Not Black/Hispanic,2,1,0,None,31000
female,Not Black/Hispanic,2,1,0,Strawberry,0
female,Not Black/Hispanic,2,1,1,None,5000
male,Not Black/Hispanic,2,1,0,Chocolate,0
female,Hispanic,2,1,1,Chocolate,20000
male,Not Black/Hispanic,2,1,0,Vanilla,28000
male,Not Black/Hispanic,2,1,0,Strawberry,38000
female,Hispanic,2,1,0,Chocolate,0
female,Not Black/Hispanic,2,1,1,Chocolate,6000
male,Black,2,1,0,Strawberry,0
male,Black,2,1,0,Vanilla,0
male,Not Black/Hispanic,2,1,0,None,0
female,Not Black/Hispanic,2,1,0,Chocolate,38000
male,Not Black/Hispanic,2,1,0,None,13000
male,Not Black/Hispanic,2,1,0,Vanilla,0
male,Not Black/Hispanic,2,1,0,Strawberry,24000
male,Not Black/Hispanic,2,1,0,Vanilla,0
male,Not Black/Hispanic,2,1,0,Chocolate,0
male,Not Black/Hispanic,2,1,1,Chocolate,60000
male,Not Black/Hispanic,2,1,1,Butter Pecan,12000
male,Not Black/Hispanic,2,1,0,None,8000
female,Not Black/Hispanic,2,1,1,Vanilla,0
male,Not Black/Hispanic,2,1,0,None,15000
male,Not Black/Hispanic,2,1,0,None,0
male,Not Black/Hispanic,2,1,1,None,16500
female,Not Black/Hispanic,2,1,1,Chocolate,4000
female,Not Black/Hispanic,2,1,0,Butter Pecan,27500
female,Not Black/Hispanic,2,1,0,Chocolate,32000
male,Not Black/Hispanic,2,1,1,Strawberry,60000
male,Not Black/Hispanic,2,1,1,Vanilla,7500
male,Not Black/Hispanic,2,1,1,Vanilla,70000
female,Not Black/Hispanic,2,1,0,Vanilla,10000
female,Hispanic,2,1,0,Strawberry,6000
male,Not Black/Hispanic,2,1,0,Chocolate,0
male,Hispanic,2,1,0,Vanilla,0
male,Not Black/Hispanic,2,1,1,Vanilla,40000
male,Not Black/Hispanic,2,1,0,Chocolate,12000
female,Hispanic,2,1,0,Chocolate,27000
male,Hispanic,2,1,0,Chocolate,35000
female,Not Black/Hispanic,2,1,0,Strawberry,0
male,Not Black/Hispanic,2,1,0,Butter Pecan,55000
female,Not Black/Hispanic,2,1,0,Strawberry,32000
female,Black,2,1,0,Vanilla,0
female,Black,2,1,1,Chocolate,0
female,Black,2,1,0,Chocolate,0
female,Black,2,1,0,Vanilla,0
female,Black,2,1,0,Strawberry,10000
male,Black,2,1,0,Chocolate,0
female,Black,2,1,1,Butter Pecan,32000
male,Black,2,1,0,Strawberry,30000
male,Black,2,1,0,Chocolate,40000
female,Black,2,1,0,Vanilla,0
male,Black,2,1,0,Butter Pecan,7000
female,Hispanic,2,1,0,Chocolate,23000
female,Hispanic,2,1,1,Vanilla,6000
male,Hispanic,2,1,0,Vanilla,0
male,Not Black/Hispanic,2,1,0,Chocolate,50000
female,Not Black/Hispanic,2,0,0,Strawberry,58403
female,Not Black/Hispanic,2,0,0,Vanilla,0
male,Not Black/Hispanic,2,0,0,Chocolate,25000
male,Not Black/Hispanic,2,0,0,Chocolate,25000
female,Not Black/Hispanic,2,0,0,None,32000
female,Not Black/Hispanic,2,0,0,Butter Pecan,0
male,Not Black/Hispanic,2,0,0,Chocolate,0
female,Not Black/Hispanic,2,0,0,Strawberry,27000
male,Not Black/Hispanic,2,0,0,Strawberry,57000
male,Not Black/Hispanic,2,0,0,Vanilla,40000
female,Not Black/Hispanic,2,0,0,Chocolate,0
female,Not Black/Hispanic,2,0,0,Vanilla,80471
female,Not Black/Hispanic,2,0,0,Vanilla,62000
female,Not Black/Hispanic,2,0,0,Chocolate,104353
male,Not Black/Hispanic,2,0,0,Butter Pecan,25000
male,Not Black/Hispanic,4,1,0,Strawberry,0
female,Not Black/Hispanic,4,1,1,Strawberry,61000
male,Not Black/Hispanic,4,1,1,Chocolate,0
female,Hispanic,4,1,0,None,20000
male,Black,4,1,0,None,9600
female,Black,4,1,0,None,3000
female,Black,4,1,0,Butter Pecan,0
female,Black,4,1,0,Vanilla,0
female,Not Black/Hispanic,4,1,0,None,50000
male,Not Black/Hispanic,4,1,0,Strawberry,8500
female,Not Black/Hispanic,4,1,0,None,24000
female,Not Black/Hispanic,4,1,0,Strawberry,0
female,Not Black/Hispanic,4,1,1,Butter Pecan,15000
male,Not Black/Hispanic,4,1,0,Strawberry,0
female,Not Black/Hispanic,4,1,1,Chocolate,19000
female,Not Black/Hispanic,4,1,0,Vanilla,24000
male,Not Black/Hispanic,4,1,0,Strawberry,0
male,Mixed,4,1,1,Butter Pecan,112215
male,Mixed,4,1,0,Strawberry,35000
female,Not Black/Hispanic,4,1,0,None,1800
female,Not Black/Hispanic,4,1,0,Chocolate,30000
female,Not Black/Hispanic,4,1,0,Vanilla,0
male,Not Black/Hispanic,4,1,1,Vanilla,0
male,Not Black/Hispanic,4,1,0,Strawberry,12000
male,Not Black/Hispanic,4,1,0,Vanilla,0
female,Black,4,1,0,None,29000
female,Not Black/Hispanic,4,1,0,Chocolate,0
male,Black,4,1,0,Chocolate,0
female,Black,4,1,0,Vanilla,0
male,Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Strawberry,0
male,Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Strawberry,3500
female,Not Black/Hispanic,4,1,0,None,0
male,Black,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,1,Chocolate,0
female,Not Black/Hispanic,4,1,0,Chocolate,45000
female,Hispanic,4,1,0,Vanilla,37000
female,Black,4,1,0,Vanilla,40000
male,Hispanic,4,1,0,None,21000
female,Hispanic,4,1,0,Chocolate,43800
male,Not Black/Hispanic,4,1,0,Chocolate,50000
male,Not Black/Hispanic,4,1,0,Chocolate,0
male,Not Black/Hispanic,4,1,0,Vanilla,0
female,Not Black/Hispanic,4,1,0,Strawberry,0
female,Mixed,4,1,0,Vanilla,14000
male,Not Black/Hispanic,4,1,0,Vanilla,0
male,Black,4,1,0,Strawberry,0
male,Black,4,1,0,Strawberry,0
female,Black,4,1,0,Chocolate,7665
male,Hispanic,4,1,0,Chocolate,28000
male,Hispanic,4,1,0,Strawberry,45000
male,Hispanic,4,1,0,Vanilla,28000
female,Not Black/Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Chocolate,0
male,Not Black/Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Strawberry,21000
male,Not Black/Hispanic,4,1,0,Chocolate,14000
female,Not Black/Hispanic,4,1,0,Strawberry,60000
female,Not Black/Hispanic,4,1,0,Vanilla,0
male,Hispanic,4,1,0,Strawberry,0
female,Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Vanilla,41000
female,Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Strawberry,6000
male,Not Black/Hispanic,4,1,0,Chocolate,825
female,Not Black/Hispanic,4,1,0,None,0
male,Hispanic,4,1,0,Strawberry,12000
female,Black,4,1,0,Vanilla,35000
female,Not Black/Hispanic,4,1,0,Butter Pecan,40000
male,Not Black/Hispanic,4,1,0,Vanilla,0
female,Not Black/Hispanic,4,1,1,Strawberry,35000
female,Not Black/Hispanic,4,1,0,Chocolate,38000
male,Not Black/Hispanic,4,1,0,Chocolate,0
male,Not Black/Hispanic,4,1,0,Vanilla,112215
female,Not Black/Hispanic,4,1,0,Strawberry,0
female,Not Black/Hispanic,4,1,0,Strawberry,40000
male,Hispanic,4,1,0,Vanilla,30000
female,Hispanic,4,1,0,Butter Pecan,44000
female,Mixed,4,1,1,Butter Pecan,0
female,Black,4,1,1,Chocolate,37000
female,Hispanic,4,1,0,Butter Pecan,0
male,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Strawberry,58000
female,Hispanic,4,1,0,Strawberry,0
male,Not Black/Hispanic,4,1,0,Vanilla,65000
female,Hispanic,4,1,0,Vanilla,45000
female,Black,4,1,1,Strawberry,5000
female,Not Black/Hispanic,4,1,0,Vanilla,25000
female,Not Black/Hispanic,4,1,0,Vanilla,0
female,Not Black/Hispanic,4,1,0,Chocolate,30500
female,Hispanic,4,1,0,Chocolate,55000
male,Not Black/Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Chocolate,0
male,Hispanic,4,1,0,Strawberry,0
female,Not Black/Hispanic,4,1,0,Chocolate,50000
male,Not Black/Hispanic,4,1,0,Chocolate,15000
female,Not Black/Hispanic,4,1,0,Butter Pecan,0
male,Not Black/Hispanic,4,1,0,Vanilla,0
male,Not Black/Hispanic,4,1,0,Vanilla,10000
female,Not Black/Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Strawberry,42000
male,Not Black/Hispanic,4,1,0,Chocolate,0
female,Hispanic,4,1,0,Butter Pecan,0
female,Hispanic,4,1,0,Strawberry,0
female,Not Black/Hispanic,4,1,0,Strawberry,0
female,Not Black/Hispanic,4,1,0,Chocolate,35000
female,Not Black/Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Chocolate,0
male,Not Black/Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Strawberry,0
female,Not Black/Hispanic,4,1,1,None,47000
male,Not Black/Hispanic,4,1,1,Chocolate,22000
male,Not Black/Hispanic,4,1,1,Chocolate,0
male,Not Black/Hispanic,4,1,0,Chocolate,35000
male,Not Black/Hispanic,4,1,0,Strawberry,25000
male,Not Black/Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Chocolate,75000
male,Not Black/Hispanic,4,1,0,Strawberry,38000
male,Not Black/Hispanic,4,1,0,Strawberry,56000
female,Hispanic,4,1,1,None,45000
female,Hispanic,4,1,0,None,0
female,Not Black/Hispanic,4,1,0,Strawberry,0
female,Mixed,4,1,1,Chocolate,42000
male,Not Black/Hispanic,4,1,1,Chocolate,0
female,Not Black/Hispanic,4,1,0,Chocolate,28000
male,Not Black/Hispanic,4,1,1,None,15000
female,Not Black/Hispanic,4,1,1,Chocolate,27000
male,Not Black/Hispanic,4,1,0,Chocolate,104353
male,Hispanic,4,1,0,None,0
male,Not Black/Hispanic,4,1,0,Strawberry,55000
male,Not Black/Hispanic,4,1,0,Chocolate,40000
male,Not Black/Hispanic,4,1,0,Vanilla,0
male,Not Black/Hispanic,4,1,0,Strawberry,104353
male,Not Black/Hispanic,4,1,1,Strawberry,33000
female,Not Black/Hispanic,4,1,0,Strawberry,70000
male,Not Black/Hispanic,4,1,0,Vanilla,70000
male,Not Black/Hispanic,4,1,0,Chocolate,32000
male,Not Black/Hispanic,4,1,0,Vanilla,0
female,Hispanic,4,1,0,Vanilla,26000
female,Hispanic,4,1,0,Vanilla,36000
female,Hispanic,4,1,0,Butter Pecan,0
female,Not Black/Hispanic,4,1,0,Chocolate,38000
male,Hispanic,4,1,0,Chocolate,15000
female,Not Black/Hispanic,4,1,0,Chocolate,42000
female,Not Black/Hispanic,4,1,0,Chocolate,0
male,Not Black/Hispanic,4,1,0,Strawberry,6000
male,Not Black/Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Chocolate,4800
female,Not Black/Hispanic,4,1,0,Chocolate,0
male,Not Black/Hispanic,4,1,0,Strawberry,0
female,Hispanic,4,1,0,Butter Pecan,24000
female,Not Black/Hispanic,4,1,0,Strawberry,29000
male,Not Black/Hispanic,4,1,0,Chocolate,80471
male,Black,4,1,0,Strawberry,25000
male,Not Black/Hispanic,4,1,0,Chocolate,15000
male,Not Black/Hispanic,4,1,0,Strawberry,26000
male,Black,4,1,0,Strawberry,6000
male,Black,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Strawberry,0
male,Not Black/Hispanic,4,1,0,None,0
male,Not Black/Hispanic,4,1,0,Chocolate,10000
male,Not Black/Hispanic,4,1,0,Vanilla,0
male,Not Black/Hispanic,4,1,0,Vanilla,0
female,Not Black/Hispanic,4,1,0,Strawberry,0
male,Not Black/Hispanic,4,1,0,Chocolate,40000
female,Not Black/Hispanic,4,1,0,Chocolate,0
male,Not Black/Hispanic,4,1,0,None,13000
male,Not Black/Hispanic,4,1,0,Chocolate,47500
male,Black,4,1,0,Strawberry,0
male,Not Black/Hispanic,4,1,0,Strawberry,22500
male,Not Black/Hispanic,4,1,0,None,0
male,Not Black/Hispanic,4,1,0,Strawberry,20000
female,Not Black/Hispanic,4,1,0,Chocolate,0
male,Not Black/Hispanic,4,1,0,None,70000
male,Not Black/Hispanic,4,1,0,Strawberry,40000
male,Not Black/Hispanic,4,1,0,None,112215
female,Not Black/Hispanic,4,1,0,Vanilla,42000
female,Not Black/Hispanic,4,1,0,Chocolate,26000
female,Hispanic,4,1,0,Chocolate,0
female,Not Black/Hispanic,4,1,0,Strawberry,9000
male,Not Black/Hispanic,4,1,0,Strawberry,22000
male,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,None,20000
male,Not Black/Hispanic,1,1,0,Vanilla,0
female,Not Black/Hispanic,1,1,0,Vanilla,30000
male,Not Black/Hispanic,1,1,0,Chocolate,0
male,Black,1,1,0,Vanilla,35000
male,Black,1,1,0,Chocolate,24000
female,Black,1,1,0,Butter Pecan,0
male,Black,1,1,0,Strawberry,0
female,Black,1,1,0,Vanilla,0
male,Black,1,1,0,Strawberry,0
male,Black,1,1,0,Butter Pecan,0
male,Black,1,1,0,Vanilla,12000
female,Black,1,1,0,Butter Pecan,0
female,Black,1,1,0,Chocolate,0
male,Black,1,1,0,Strawberry,0
female,Black,1,1,0,Strawberry,0
female,Black,1,1,0,Butter Pecan,0
male,Black,1,1,0,Chocolate,0
female,Black,1,1,0,Strawberry,0
male,Black,1,1,0,Vanilla,27000
female,Black,1,1,0,None,0
female,Black,1,1,0,Butter Pecan,40000
male,Hispanic,1,1,0,Strawberry,30000
female,Black,1,1,0,Vanilla,0
male,Black,1,1,0,Vanilla,0
female,Black,1,1,0,Butter Pecan,1000
male,Black,1,1,0,Chocolate,16000
female,Black,1,1,0,Chocolate,6000
female,Black,1,1,0,Vanilla,6000
female,Black,1,1,0,Vanilla,9990
female,Black,1,1,0,Chocolate,0
male,Black,1,1,0,Vanilla,0
male,Black,1,1,0,Chocolate,0
female,Black,1,2,0,Butter Pecan,30000
female,Black,1,1,0,Chocolate,800
male,Black,1,1,0,Chocolate,0
male,Black,1,1,0,Strawberry,0
female,Black,1,1,0,Strawberry,0
male,Black,1,1,0,Vanilla,0
female,Black,1,1,0,Vanilla,10000
female,Hispanic,3,1,0,Chocolate,0
male,Hispanic,3,1,0,Chocolate,22000
male,Not Black/Hispanic,3,1,0,Vanilla,0
female,Black,3,1,0,Butter Pecan,0
male,Hispanic,3,1,0,Vanilla,0
male,Black,3,1,0,Butter Pecan,0
female,Not Black/Hispanic,3,1,0,Chocolate,0
male,Not Black/Hispanic,3,1,0,Chocolate,65000
female,Black,3,1,0,Strawberry,36500
female,Not Black/Hispanic,3,1,0,Vanilla,32000
female,Not Black/Hispanic,3,1,0,Vanilla,0
male,Not Black/Hispanic,3,1,0,None,0
male,Not Black/Hispanic,3,1,0,Vanilla,0
female,Not Black/Hispanic,3,1,1,Vanilla,0
male,Not Black/Hispanic,3,1,0,None,26500
female,Not Black/Hispanic,3,1,1,Vanilla,19000
female,Not Black/Hispanic,3,1,1,Butter Pecan,0
female,Not Black/Hispanic,3,1,0,Chocolate,14000
male,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,None,49000
female,Hispanic,1,1,0,Chocolate,20000
female,Not Black/Hispanic,1,1,0,Vanilla,0
male,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Vanilla,104353
female,Not Black/Hispanic,1,1,0,Chocolate,24000
female,Not Black/Hispanic,1,1,0,Vanilla,37000
male,Hispanic,1,1,0,Chocolate,26500
male,Black,1,1,0,Vanilla,0
male,Black,1,1,0,Strawberry,22000
female,Black,1,2,0,Butter Pecan,12000
male,Black,1,1,0,Butter Pecan,30000
female,Black,1,1,0,Strawberry,0
female,Black,1,1,0,Strawberry,0
female,Black,1,1,0,Vanilla,9000
female,Black,1,1,0,Butter Pecan,0
female,Black,1,1,0,Chocolate,0
female,Hispanic,1,1,0,Vanilla,0
female,Not Black/Hispanic,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,0,Chocolate,0
female,Not Black/Hispanic,1,1,0,Vanilla,0
male,Mixed,1,1,1,Butter Pecan,41000
female,Not Black/Hispanic,1,1,0,Vanilla,46000
male,Not Black/Hispanic,1,0,0,Vanilla,0
male,Not Black/Hispanic,1,0,1,Vanilla,0
male,Not Black/Hispanic,1,0,0,Chocolate,0
male,Not Black/Hispanic,1,0,0,Strawberry,25000
female,Hispanic,1,0,0,Chocolate,35000
male,Not Black/Hispanic,1,0,0,Vanilla,45000
female,Not Black/Hispanic,1,0,1,Strawberry,54000
male,Not Black/Hispanic,1,0,0,None,45000
female,Not Black/Hispanic,1,1,0,Vanilla,25000
female,Hispanic,1,1,0,None,32000
female,Not Black/Hispanic,1,1,0,Vanilla,0
female,Not Black/Hispanic,1,1,0,Vanilla,0
male,Not Black/Hispanic,1,1,1,Vanilla,80471
female,Not Black/Hispanic,1,1,0,Vanilla,30000
male,Hispanic,1,1,0,Chocolate,0
male,Black,1,1,0,Chocolate,28000
male,Black,1,1,0,Butter Pecan,50000
female,Black,1,1,0,Chocolate,0
female,Black,1,1,0,Strawberry,3000
male,Not Black/Hispanic,1,0,0,Vanilla,48000
male,Not Black/Hispanic,1,0,0,Strawberry,14000
male,Not Black/Hispanic,1,0,0,Vanilla,22000
female,Not Black/Hispanic,1,0,0,Chocolate,0
female,Not Black/Hispanic,1,0,0,Vanilla,0
female,Not Black/Hispanic,1,0,0,Vanilla,0
male,Not Black/Hispanic,1,0,0,Chocolate,80000
male,Not Black/Hispanic,1,0,0,Vanilla,0
male,Not Black/Hispanic,1,1,1,Chocolate,0
female,Not Black/Hispanic,1,1,0,Chocolate,35000
female,Not Black/Hispanic,1,1,0,Chocolate,0
male,Not Black/Hispanic,1,1,1,Vanilla,45000
male,Not Black/Hispanic,1,0,0,Chocolate,0
male,Not Black/Hispanic,1,0,0,Vanilla,0
female,Not Black/Hispanic,1,0,0,Vanilla,0
female,Not Black/Hispanic,1,0,0,Vanilla,33400
female,Not Black/Hispanic,1,0,0,Chocolate,56000
